"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28","200 HEALTHY when there are no runs in the window","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","","",""
"","24","excludes runs from other projects","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","1","returns null for unmapped input: null","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","2","throws 404 when project does not exist","getFailureTrends","2026-06-13","passed","2026-06-13","","","",""
"","2","classifies states correctly (FLAKY for mixed, BROKEN for all failed)","getFlakyTests","2026-06-13","passed","2026-06-13","","","",""
"","3","joins suiteName and testName with "" > "" when suiteName is provided","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","1","returns BROKEN when all results are ERROR","classifyReliability","2026-06-13","passed","2026-06-13","","BROKEN classifications","",""
"","1","builds pattern from failureType + testName when message is empty string","extractPattern","2026-06-13","passed","2026-06-13","","fallbacks when failureMessage is absent","",""
"","27","200 honours the branch filter","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs","",""
"","5","throws IngestionFailedError when an assertion is missing a title","jestAdapter","2026-06-13","passed","2026-06-13","","error cases","",""
"","4","returns testCaseCount: 0 and calls createMany with an empty array","ingestTestRun","2026-06-13","passed","2026-06-13","","empty cases","",""
"","1","throws IngestionFailedError when executedAt is not a valid date","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","defensive validation","",""
"","2","counts FLAKY summaries as flakyTestCount, BROKEN as brokenTestCount, STABLE as neither","getProjectHealth","2026-06-13","passed","2026-06-13","","","",""
"","2","echoes back the requested page and limit","listProjects","2026-06-13","passed","2026-06-13","","","",""
"","55","200 returns patterns ordered by occurrenceCount DESC","GET /api/v1/projects/:projectId/failure-patterns (integration)","2026-06-13","passed","2026-06-13","","","",""
"","3","accepts CRITICAL","isProjectHealthStatus","2026-06-13","passed","2026-06-13","","","",""
"","6","issues exactly one query() call for N=10 inputs, with N×11 parameters","PgTestCaseRepository (unit)","2026-06-13","passed","2026-06-13","","createMany","",""
"","1","returns MEDIUM at 19","assignSeverity","2026-06-13","passed","2026-06-13","","HIGH — occurrenceCount >= 20","",""
"","5","upserts one row per distinct pattern from FAILED cases","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","20","422 INGESTION_FAILED when a test case is missing testName","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","JSON path (application/json)","",""
"","24","counts FAILED runs in failedRuns (PARTIAL is not counted as failed)","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","22","overwrites severity on conflict with the latest value","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","upsertByPattern","",""
"","0","returns null for unmapped input: {""code"": 23505}","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","0","returns CRITICAL at 25 with timeout category","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","1","returns WARNING when only ONE WARNING condition is met (no need for all)","evaluateHealth","2026-06-13","passed","2026-06-13","","precedence","",""
"","49","returns [] when no patterns exist","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","26","200 with status filter returns only matching cases","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs/:runId/cases","",""
"","0","returns STABLE for an empty array (no signal)","classifyReliability","2026-06-13","passed","2026-06-13","","STABLE classifications","",""
"","1","returns testName alone when suiteName is undefined","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","3","counts PASSED/FAILED/SKIPPED and sets status = FAILED when any failed","ingestTestRun","2026-06-13","passed","2026-06-13","","derived run fields","",""
"","19","rejects a slug containing spaces","POST /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","1","applies threshold rules at the stale boundary (exactly 30 days)","assignSeverity","2026-06-13","passed","2026-06-13","","stale precedence (lastSeenAt > 30 days ago)","",""
"","1","omits executedAt when stats.startTime is absent","playwrightAdapter","2026-06-13","passed","2026-06-13","","empty inputs","",""
"","1","returns WARNING when recentFailureRate crosses the 5% boundary","evaluateHealth","2026-06-13","passed","2026-06-13","","WARNING","",""
"","31","returns the project for a known id","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","findById","",""
"","2","computes runCount as passCount + failCount + skippedCount","getFlakyTests","2026-06-13","passed","2026-06-13","","","",""
"","2","classifies HEALTHY when there are no failures, broken, or flaky","getProjectHealth","2026-06-13","passed","2026-06-13","","","",""
"","1","does not emit at flakyTestCount=5 (boundary; > 5 required)","detectIssues","2026-06-13","passed","2026-06-13","","FLAKY_TESTS_MODERATE / FLAKY_TESTS_HIGH","",""
"","1","does not call upsertByPattern at all when cases is empty","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","1","limits topFailurePatterns to 5 even when more patterns exist","getProjectOverview","2026-06-13","passed","2026-06-13","","topFailurePatterns and topCriticalIssues","",""
"","25","respects opts.limit","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","3","maps ForeignKeyError(test_runs_project_id_fkey) to 404 PROJECT_NOT_FOUND with a fixed message","error-handler plugin","2026-06-13","passed","2026-06-13","","within /api/v1","",""
"","1","builds fullName as ""suite > test"" when suiteName is provided","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","fullName normalization","",""
"","2","rejects non-string inputs","isTestCaseStatus","2026-06-13","passed","2026-06-13","","","",""
"","1","returns false for non-pg-shaped input: undefined","isForeignKeyViolation","2026-06-13","passed","2026-06-13","","","",""
"","2","detects network category from fetch failure","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","21","404 PROJECT_NOT_FOUND for unknown projectId","GET /api/v1/projects/:projectId/flaky-tests (integration)","2026-06-13","passed","2026-06-13","","","",""
"","0","returns false for non-pg-shaped input: {}","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","5","parses a basic Jest report","jestAdapter","2026-06-13","passed","2026-06-13","","happy path","",""
"","1","returns false for non-pg-shaped input: [Error: boom]","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","48","returns the project envelope including description when present","GET /api/v1/projects/:projectId (integration)","2026-06-13","passed","2026-06-13","","200 hit","",""
"","46","breaks ties on parent ingested_at DESC when executed_at values are NULL","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","findRecentByFullName","",""
"","1","returns null for unmapped input: undefined","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","1","returns BROKEN when all results are FAILED","classifyReliability","2026-06-13","passed","2026-06-13","","BROKEN classifications","",""
"","35","round-trips nested JSONB metadata","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","1","reports retryCount=0 for a single result","playwrightAdapter","2026-06-13","passed","2026-06-13","","retries","",""
"","90","page 2 (limit 10, offset 10) returns rows 11-20 of the ordered set, with total 25","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","pagination over 25 rows","list","",""
"","29","returns empty warnings and criticalIssues for a healthy project","GET /api/v1/projects/:projectId/health (integration)","2026-06-13","passed","2026-06-13","","warnings and critical issues","",""
"","21","round-trips all 16 input fields when populated","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","1","topCriticalIssues is empty when project is healthy","getProjectOverview","2026-06-13","passed","2026-06-13","","topFailurePatterns and topCriticalIssues","",""
"","1","throws IngestionFailedError when testCases is missing","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","defensive validation","",""
"","25","isolates patterns to the requested project","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","1","returns HIGH at 25 with unknown category","assignSeverity","2026-06-13","passed","2026-06-13","","CRITICAL — occurrenceCount >= 25 with elevated category","",""
"","1","detects assertion category from ""to equal""","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","1","takes the last result and counts retries as results.length - 1","playwrightAdapter","2026-06-13","passed","2026-06-13","","retries","",""
"","2","emits FLAKY_TESTS_MODERATE only at flakyTestCount=6","detectIssues","2026-06-13","passed","2026-06-13","","FLAKY_TESTS_MODERATE / FLAKY_TESTS_HIGH","",""
"","2","throws IngestionFailedError when a case is missing testName","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","defensive validation","",""
"","1","detects database category from ""postgres""","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","0","returns false for non-pg-shaped input: 42","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","26","maps all FailurePattern entity fields correctly","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","1","extracts failureMessages[0] when present on failed result","jestAdapter","2026-06-13","passed","2026-06-13","","failureMessage extraction","",""
"","10","parses a <testsuites> wrapper with one suite and mixed cases","junitXmlAdapter","2026-06-13","passed","2026-06-13","","happy path","",""
"","1","throws IngestionFailedError when body is not an object","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","defensive validation","",""
"","22","returns the run with the most recent executedAt","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findMostRecentByProject","",""
"","9","accepts FLAKY","isReliabilityState","2026-06-13","passed","2026-06-13","","","",""
"","1","returns CRITICAL when recentFailureRate exceeds 0.20","evaluateHealth","2026-06-13","passed","2026-06-13","","CRITICAL","",""
"","25","excludes runs whose executedAt falls outside the window","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","computeReliabilitySummaries","",""
"","1","returns a string","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","0","maps Jest status todo to SKIPPED","jestAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","36","round-trips nested JSONB metadata","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","createMany","",""
"","21","returns [] when the run has no cases","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","findByTestRun","",""
"","2","accepts a single <testsuite> as the root (no wrapper)","junitXmlAdapter","2026-06-13","passed","2026-06-13","","root format variants","",""
"","1","detects timeout category from the word ""timeout""","extractPattern","2026-06-13","passed","2026-06-13","","category detection","",""
"","1","scrubs free numerics ≥ 3 digits","extractPattern","2026-06-13","passed","2026-06-13","","happy path — scrubbing volatile substrings","",""
"","2","uses overrides.environment when supplied","ingestTestRun","2026-06-13","passed","2026-06-13","","overrides merging","",""
"","25","filters by branch AND environment together","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","20","400 VALIDATION_ERROR for limit out of bounds","test-run query endpoints (integration)","2026-06-13","passed","2026-06-13","","GET /api/v1/projects/:projectId/runs","",""
"","1","accepts HEALTHY","isProjectHealthStatus","2026-06-13","passed","2026-06-13","","","",""
"","24","returns the project for a known slug","PgProjectRepository (integration)","2026-06-13","passed","2026-06-13","","findBySlug","",""
"","43","persists with minimal required fields and populates id + ingestedAt","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","create","",""
"","1","emits BROKEN_TESTS_PRESENT only when brokenTestCount=1","detectIssues","2026-06-13","passed","2026-06-13","","BROKEN_TESTS_PRESENT / BROKEN_TESTS_THRESHOLD","",""
"","1","emits BOTH FLAKY_TESTS_MODERATE and FLAKY_TESTS_HIGH at flakyTestCount=16","detectIssues","2026-06-13","passed","2026-06-13","","FLAKY_TESTS_MODERATE / FLAKY_TESTS_HIGH","",""
"","55","returns an empty list payload when no projects exist","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","200 success","",""
"","1","returns WARNING for brokenTestCount = 1","evaluateHealth","2026-06-13","passed","2026-06-13","","WARNING","",""
"","22","rejects limit=0 (below minimum)","GET /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","1","emits PASS_RATE_LOW only at recentFailureRate=0.06","detectIssues","2026-06-13","passed","2026-06-13","","PASS_RATE_LOW / PASS_RATE_CRITICAL","",""
"","1","maps Playwright status timedOut to FAILED","playwrightAdapter","2026-06-13","passed","2026-06-13","","status mapping","",""
"","6","maps DailyFailureBucket[] to FailureTrendItem[] on happy path","getFailureTrends","2026-06-13","passed","2026-06-13","","","",""
"","0","treats empty-string suiteName as absent","normalizeFullName","2026-06-13","passed","2026-06-13","","","",""
"","0","returns false for an error with code 23503","isUniqueViolation","2026-06-13","passed","2026-06-13","","","",""
"","0","includes the count in BROKEN_TESTS_PRESENT message","detectIssues","2026-06-13","passed","2026-06-13","","message content","",""
"","1","returns null for unmapped input: {}","toDomainError","2026-06-13","passed","2026-06-13","","","",""
"","22","persists N=1 (edge case for the placeholder builder)","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","createMany","",""
"","70","returns application/json content-type","GET /health","2026-06-13","passed","2026-06-13","","when the database is reachable","",""
"","0","includes the occurrenceCount in HIGH_SEVERITY_PATTERN message","detectIssues","2026-06-13","passed","2026-06-13","","message content","",""
"","23","returns [] when no runs exist in the window","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","24","returns patterns ordered by occurrenceCount DESC","PgFailurePatternRepository (integration)","2026-06-13","passed","2026-06-13","","listByProject","",""
"","1","accepts FAILED","isTestCaseStatus","2026-06-13","passed","2026-06-13","","","",""
"","0","preserves status SKIPPED through parse","canonicalJsonAdapter","2026-06-13","passed","2026-06-13","","status round-trip","",""
"","1","leaves failureMessage undefined when failureMessages is absent","jestAdapter","2026-06-13","passed","2026-06-13","","failureMessage extraction","",""
"","23","returns 0 when the project has no test case results","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","countByProject","",""
"","1","returns WARNING at the upper recentFailureRate boundary (= 0.20, not yet CRITICAL)","evaluateHealth","2026-06-13","passed","2026-06-13","","WARNING","",""
"","1","propagates ForeignKeyError from runRepo.create unchanged","ingestTestRun","2026-06-13","passed","2026-06-13","","error propagation","",""
"","1","throws 404 when the run is not found","getRunCases","2026-06-13","passed","2026-06-13","","","",""
"","8","falls through to 500 INTERNAL_ERROR for ForeignKeyError on other constraints without leaking the constraint name","error-handler plugin","2026-06-13","passed","2026-06-13","","within /api/v1","",""
"","26","rejects an unknown field in the body (additionalProperties: false)","POST /api/v1/projects (integration)","2026-06-13","passed","2026-06-13","","400 VALIDATION_ERROR","",""
"","1","forwards extracted category to the repo (timeout)","extractFailurePatterns","2026-06-13","passed","2026-06-13","","","",""
"","1","falls back to result.error.message when errors[] is absent","playwrightAdapter","2026-06-13","passed","2026-06-13","","failure message extraction","",""
"","21","400 VALIDATION_ERROR for invalid limit","GET /api/v1/projects/:projectId/failure-patterns (integration)","2026-06-13","passed","2026-06-13","","","",""
"","23","returns the total count of runs for the project","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","countByProject","",""
"","24","respects the project boundary","PgTestCaseRepository (integration)","2026-06-13","passed","2026-06-13","","findRecentByFullName","",""
"","24","404 PROJECT_NOT_FOUND when projectId is a valid UUID with no matching project","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","JSON path (application/json)","",""
"","1","sets status = SUCCESS when all cases are PASSED","ingestTestRun","2026-06-13","passed","2026-06-13","","derived run fields","",""
"","23","excludes runs whose executedAt is outside the days window","PgTestRunRepository (integration)","2026-06-13","passed","2026-06-13","","findFailureTrend","",""
"","1","emits BOTH BROKEN_TESTS_PRESENT and BROKEN_TESTS_THRESHOLD at brokenTestCount=3","detectIssues","2026-06-13","passed","2026-06-13","","BROKEN_TESTS_PRESENT / BROKEN_TESTS_THRESHOLD","",""
"","30","201 creates a run from a Jest JSON file upload","POST /api/v1/projects/:projectId/ingest (integration)","2026-06-13","passed","2026-06-13","","multipart path (multipart/form-data)","",""
"","3","throws 404 when project does not exist","getRun","2026-06-13","passed","2026-06-13","","","",""
"","1","uses projectId and sourceType from input, not from adapter output","ingestTestRun","2026-06-13","passed","2026-06-13","","field injection from input","",""
